Customer ID,Birth Date,Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag,City,ZipCode,State,Age
11157,1975-06-11,High School,Skilled Manual,F,M,1,2,0,0,45639,50,0,Orlando,32801,Florida,50
11158,1975-10-08,High School,Skilled Manual,M,S,1,2,0,0,57274,65,0,Columbus,43085,Ohio,49
11159,1975-09-17,High School,Skilled Manual,F,S,0,2,0,0,32033,40,0,Durham,27701,North Carolina,49
11357,1979-03-23,Partial College,Manual,M,S,0,1,0,0,14342,55,0,Las Vegas,89101,Nevada,46
11358,1978-11-11,Partial College,Manual,F,S,0,1,0,0,31655,42,0,Chula Vista,91910,California,46
11359,1978-09-04,Partial College,Manual,M,S,0,1,0,0,18161,53,0,Anaheim,92801,California,46
11360,1978-08-02,Partial College,Manual,M,S,1,1,0,0,22747,57,0,New York,10001,New York,46
11361,1977-04-28,High School,Manual,F,M,1,2,0,0,11376,39,0,Charlotte,28201,North Carolina,48
11362,1977-11-11,High School,Manual,M,M,0,2,0,0,20222,60,0,Albuquerque,87101,New Mexico,47
11363,1977-10-20,High School,Manual,M,S,0,2,0,0,25274,56,0,Corpus Christi,78401,Texas,47
11364,1979-09-23,High School,Manual,F,S,0,0,1,1,13853,47,1,Tulsa,74101,Oklahoma,45
11365,1979-06-09,High School,Manual,F,S,0,0,1,1,19497,51,1,El Paso,79901,Texas,46
11366,1979-10-25,Bachelors,Clerical,F,M,1,0,0,0,22319,38,0,Corpus Christi,78401,Texas,45
11367,1979-02-22,Bachelors,Clerical,M,M,1,0,0,0,41970,62,0,Raleigh,27601,North Carolina,46
11368,1978-11-25,High School,Manual,M,S,0,0,1,1,27256,73,0,Los Angeles,90001,California,46
11369,1978-08-04,Bachelors,Clerical,F,M,0,0,0,0,29302,44,0,Colorado Springs,80901,Colorado,46
11370,1978-04-01,Bachelors,Clerical,F,M,1,0,0,0,25568,37,0,Anchorage,99501,Alaska,47
11371,1978-05-27,Bachelors,Clerical,F,M,1,0,0,0,26344,41,0,Colorado Springs,80901,Colorado,47
11372,1978-05-15,Bachelors,Clerical,F,S,1,0,0,0,35279,47,0,Memphis,37501,Tennessee,47
11443,1976-05-22,Bachelors,Professional,F,S,0,4,0,0,90092,49,0,San Antonio,78201,Texas,49
11444,1976-04-28,Bachelors,Professional,F,M,1,3,0,0,82396,55,0,Sacramento,94203,California,49
11448,1975-04-28,Bachelors,Professional,M,S,1,3,0,0,125223,83,0,Raleigh,27601,North Carolina,50
11449,1975-02-02,Bachelors,Professional,M,M,1,3,0,0,123087,77,1,Boston,2101,Massachusetts,50
11450,1975-11-12,High School,Management,M,S,1,4,5,5,168818,150,1,Los Angeles,90001,California,49
11468,1975-06-18,Bachelors,Skilled Manual,F,M,1,0,1,1,53712,56,0,Virginia Beach,23450,Virginia,50
11473,1980-08-02,Partial High School,Manual,F,S,0,2,0,0,20203,34,0,Denver,80201,Colorado,44
11474,1980-02-22,Partial High School,Manual,M,S,1,2,0,0,19807,53,0,Anchorage,99501,Alaska,45
11475,1978-10-09,High School,Manual,M,S,0,1,0,0,62398,63,1,Tucson,85701,Arizona,46
11501,1975-07-07,Partial College,Clerical,F,S,1,2,3,3,38001,60,1,Colorado Springs,80901,Colorado,49
11592,1978-09-04,High School,Manual,M,S,0,1,0,0,12608,59,1,Jersey City,7302,New Jersey,46
11593,1977-03-25,High School,Manual,M,S,1,1,0,0,10227,60,1,Atlanta,30301,Georgia,48
11594,1979-11-04,High School,Manual,M,S,1,2,4,4,25326,100,0,Toledo,43601,Ohio,45
11598,1978-07-02,Partial College,Clerical,F,S,1,3,3,3,41092,68,1,Atlanta,30301,Georgia,46
11599,1977-09-16,High School,Manual,F,S,0,1,0,0,15813,42,0,Aurora,80010,Colorado,47
11600,1977-04-07,Partial College,Clerical,F,S,0,1,0,0,60473,50,1,Aurora,80010,Colorado,48
11602,1977-04-13,Partial College,Clerical,M,S,0,1,0,0,48168,64,0,Stockton,95201,California,48
11603,1977-02-06,Partial College,Clerical,M,S,0,1,0,0,58729,64,0,Toledo,43601,Ohio,48
11604,1977-06-03,Partial College,Clerical,M,S,1,1,0,0,46728,63,1,Durham,27701,North Carolina,48
11605,1976-11-20,High School,Manual,F,S,0,1,0,0,16476,41,0,Arlington,76010,Texas,48
11607,1975-05-09,High School,Manual,M,S,1,1,0,0,20105,53,0,Anchorage,99501,Alaska,50
11608,1976-03-04,High School,Manual,M,S,0,1,0,0,20019,58,0,Omaha,68101,Nebraska,49
11609,1976-06-26,Partial College,Clerical,M,S,0,1,0,0,50855,62,0,St. Louis,63101,Missouri,48
11610,1975-04-23,Partial College,Clerical,M,S,0,1,0,0,57127,67,0,Irvine,92602,California,50
11613,1975-11-03,Partial College,Clerical,F,S,0,1,0,0,38370,41,0,Las Vegas,89101,Nevada,49
11614,1975-08-17,Partial College,Clerical,F,S,0,1,0,0,29469,43,0,Anchorage,99501,Alaska,49
11615,1975-11-21,Bachelors,Skilled Manual,M,M,1,0,1,1,53160,87,1,Miami,33101,Florida,49
11616,1975-03-09,Bachelors,Skilled Manual,F,M,1,0,1,1,55282,56,0,Atlanta,30301,Georgia,50
11845,2024-08-18,High School,Skilled Manual,F,S,0,2,0,2,42600,25,0,Houston,77001,Texas,0
11923,1979-10-23,Partial College,Skilled Manual,F,M,0,1,0,0,78342,53,0,Honolulu,96801,Hawaii,45
11924,1979-10-25,Partial College,Skilled Manual,M,S,0,1,0,0,88071,70,0,Aurora,80010,Colorado,45
11925,1978-11-06,Partial College,Skilled Manual,F,S,1,1,0,0,44545,40,0,Phoenix,85001,Arizona,46
11926,1978-03-18,Partial College,Skilled Manual,M,S,0,1,0,0,61030,67,0,Cincinnati,45201,Ohio,47
11927,1978-07-24,Partial College,Skilled Manual,F,S,0,1,0,0,30841,36,0,Portland,97201,Oregon,46
11928,1978-09-07,Partial College,Skilled Manual,F,M,1,2,0,0,97530,52,0,Lincoln,68501,Nebraska,46
11931,1978-11-13,Partial College,Skilled Manual,M,S,1,2,0,0,97619,66,1,Fort Wayne,46801,Indiana,46
11933,1977-03-04,Partial High School,Clerical,M,S,0,2,0,0,46217,62,0,Los Angeles,90001,California,48
11934,1977-10-14,Partial High School,Clerical,M,S,1,2,0,0,49160,63,0,Phoenix,85001,Arizona,47
11935,1977-11-19,Partial College,Skilled Manual,F,S,1,1,0,0,41564,40,0,Nashville,37201,Tennessee,47
11936,1977-04-11,Partial College,Skilled Manual,M,M,1,1,0,0,56924,76,0,Raleigh,27601,North Carolina,48
11937,1977-06-05,Partial College,Skilled Manual,M,M,0,2,0,0,58420,71,0,Albuquerque,87101,New Mexico,48
11939,1977-06-22,Partial College,Skilled Manual,M,S,0,2,0,0,102442,72,0,San Francisco,94101,California,48
11940,1977-07-12,Bachelors,Management,M,M,1,3,0,3,134132,87,0,Durham,27701,North Carolina,47
11941,1976-11-26,Partial College,Skilled Manual,M,S,1,2,0,0,80427,65,0,St. Louis,63101,Missouri,48
11945,1980-09-11,Partial College,Skilled Manual,M,M,0,2,0,0,22715,71,0,Boston,2101,Massachusetts,44
11949,1980-11-05,Partial College,Skilled Manual,F,S,1,2,0,0,59859,43,1,Omaha,68101,Nebraska,44
11950,1979-09-10,Partial College,Skilled Manual,F,M,1,2,0,0,69612,51,0,Memphis,37501,Tennessee,45
11953,1975-09-04,High School,Skilled Manual,F,S,0,2,0,0,51230,47,0,Raleigh,27601,North Carolina,49
11954,1975-08-17,Partial College,Skilled Manual,M,M,1,2,0,0,91218,76,0,Virginia Beach,23450,Virginia,49
11955,1975-04-05,Partial College,Skilled Manual,M,S,1,2,0,0,98840,78,0,Anchorage,99501,Alaska,50
11962,1976-11-28,Partial College,Professional,F,S,0,2,0,0,74663,45,0,Boston,2101,Massachusetts,48
12016,1975-12-13,High School,Skilled Manual,F,S,0,1,0,0,32652,34,0,Saint Paul,55101,Minnesota,49
12017,1976-10-27,High School,Skilled Manual,M,M,1,2,0,0,45562,69,0,Orlando,32801,Florida,48
12019,1980-11-13,High School,Skilled Manual,F,S,0,2,0,0,52942,42,0,Greensboro,27401,North Carolina,44
12020,1979-09-14,High School,Skilled Manual,F,M,1,2,0,0,53556,49,0,Detroit,48201,Michigan,45
12023,1978-07-08,Partial High School,Clerical,M,S,0,2,0,0,56953,70,1,Lexington,40502,Kentucky,46
12024,1978-06-26,High School,Skilled Manual,M,S,1,2,0,0,40632,61,0,Fresno,93701,California,46
12025,1978-06-18,High School,Skilled Manual,M,M,1,2,0,0,56598,73,1,Fresno,93701,California,47
12026,1978-07-17,High School,Skilled Manual,M,M,0,2,0,0,72622,76,0,Detroit,48201,Michigan,46
12027,1978-10-26,High School,Skilled Manual,F,M,1,2,0,0,44690,47,0,Seattle,98101,Washington,46
12030,1977-02-05,High School,Skilled Manual,F,S,1,2,0,0,40640,39,0,Fort Worth,76101,Texas,48
12031,1979-10-19,Partial High School,Clerical,M,S,0,2,0,0,47817,60,1,Los Angeles,90001,California,45
12032,1979-05-26,Partial High School,Clerical,M,S,0,2,0,0,42826,62,0,San Jose,95101,California,46
12033,1979-05-02,High School,Skilled Manual,F,S,0,2,0,0,30334,41,1,Columbus,43085,Ohio,46
12040,1976-08-18,Partial College,Skilled Manual,M,M,1,1,0,0,38977,73,0,Arlington,76010,Texas,48
12041,1975-06-07,High School,Skilled Manual,M,M,1,2,0,0,46008,75,0,Milwaukee,53201,Wisconsin,50
12042,1975-09-27,High School,Skilled Manual,M,M,1,2,0,0,52691,73,0,Albuquerque,87101,New Mexico,49
19511,1976-05-19,Partial College,Clerical,M,S,0,1,0,0,47002,64,1,Anaheim,92801,California,49
12210,1978-09-25,Graduate Degree,Manual,M,M,0,0,0,0,44900,70,0,Chula Vista,91910,California,46
12240,1980-12-04,Partial College,Manual,M,S,0,1,0,0,17461,60,0,Charlotte,28201,North Carolina,44
12242,1979-02-04,Partial College,Manual,M,S,0,1,0,0,24495,59,1,Mesa,85201,Arizona,46
12243,1980-05-18,Partial College,Manual,F,S,0,1,0,0,23287,45,0,Fort Wayne,46801,Indiana,45
12244,1980-11-22,Bachelors,Clerical,F,M,1,0,0,0,37907,40,0,New Orleans,70112,Louisiana,44
12245,1978-11-26,Partial College,Manual,M,S,1,1,0,0,16037,57,0,Sacramento,94203,California,46
12246,1979-10-12,High School,Manual,M,M,1,0,1,1,36321,76,0,Irvine,92602,California,45
12247,1979-10-18,Bachelors,Clerical,F,S,1,0,0,0,21194,37,0,Omaha,68101,Nebraska,45
12248,1978-03-14,High School,Manual,M,S,0,0,1,1,30237,74,1,Baltimore,21201,Maryland,47
12249,1978-09-16,Bachelors,Clerical,M,M,1,0,0,0,29582,60,0,Albuquerque,87101,New Mexico,46
12250,1977-04-08,High School,Manual,F,S,0,0,1,1,30356,44,0,Stockton,95201,California,48
12251,1977-04-09,Partial College,Manual,M,M,1,0,0,0,20450,61,0,Albuquerque,87101,New Mexico,48
12252,1977-10-01,Partial College,Manual,M,M,0,0,0,0,20696,58,0,Irvine,92602,California,47
12253,1977-02-14,Partial College,Manual,F,S,1,0,0,0,22377,42,0,Atlanta,30301,Georgia,48
12337,1975-10-09,Bachelors,Professional,M,S,0,2,0,0,98089,71,0,Anchorage,99501,Alaska,49
12340,1976-11-05,Bachelors,Professional,F,S,1,3,0,0,95199,51,0,San Francisco,94101,California,48
12341,1976-09-09,Bachelors,Professional,F,M,1,2,0,0,124300,55,0,Omaha,68101,Nebraska,48
12342,1975-03-09,Bachelors,Professional,F,M,1,3,0,0,83300,52,0,Tulsa,74101,Oklahoma,50
12344,1975-06-02,Bachelors,Professional,F,S,0,3,0,0,107136,52,1,Sacramento,94203,California,50
12345,1975-06-27,Bachelors,Professional,F,S,1,3,0,0,102221,49,0,Charlotte,28201,North Carolina,49
12346,1975-05-22,Bachelors,Professional,M,S,0,2,0,0,123190,77,0,Corpus Christi,78401,Texas,50
12374,1980-03-28,Partial High School,Manual,F,S,0,2,0,0,15532,30,0,Anchorage,99501,Alaska,45
12375,1980-02-24,Partial High School,Manual,M,S,1,2,0,0,24223,57,0,Austin,73301,Texas,45
12376,1980-04-01,Partial High School,Manual,F,S,0,2,0,0,15247,41,0,Oakland,94601,California,45
12377,1980-03-14,Partial High School,Manual,M,S,0,2,0,0,24615,58,0,Baltimore,21201,Maryland,45
12378,1979-08-20,Partial College,Clerical,F,S,1,1,0,0,48865,42,0,Long Beach,90801,California,45
12379,1978-08-19,Partial College,Clerical,F,S,0,1,0,0,36971,38,0,Pittsburgh,15201,Pennsylvania,46
27725,1980-08-12,High School,Skilled Manual,M,M,0,2,0,0,58552,75,0,Fort Worth,76101,Texas,44
15042,1977-01-21,Partial College,Manual,M,S,0,0,0,0,25281,58,0,Lincoln,68501,Nebraska,48
12409,1975-03-23,Partial College,Clerical,F,S,1,0,3,3,46114,66,1,El Paso,79901,Texas,50
12410,1975-12-06,Partial College,Clerical,F,S,1,0,3,3,46775,65,1,Louisville,40201,Kentucky,49
12411,1975-10-02,Partial College,Clerical,M,S,1,1,3,3,52681,99,0,Fresno,93701,California,49
12500,1979-02-13,Partial College,Clerical,F,S,1,1,3,3,33211,61,0,New York,10001,New York,46
12501,1979-09-13,Partial College,Clerical,M,S,1,1,3,3,60573,100,1,Honolulu,96801,Hawaii,45
12502,1979-11-18,Partial College,Clerical,M,S,1,2,3,3,67750,100,1,Jersey City,7302,New Jersey,45
12503,1979-08-20,Partial College,Clerical,F,S,1,2,3,3,52420,66,1,San Francisco,94101,California,45
12511,1978-03-17,Partial College,Clerical,M,S,1,2,3,3,61333,96,1,Wichita,67201,Kansas,47
12512,1978-05-22,Partial College,Clerical,F,M,0,2,3,3,61304,69,0,Newark,7101,New Jersey,47
12513,1978-03-20,Partial College,Clerical,M,S,1,3,4,4,61694,107,1,Las Vegas,89101,Nevada,47
12515,1977-06-03,Partial College,Clerical,F,S,1,1,0,0,37270,44,0,Arlington,76010,Texas,48
12516,1977-05-27,Partial College,Clerical,F,S,0,1,0,0,48330,43,0,Milwaukee,53201,Wisconsin,48
12517,1977-08-25,Partial College,Clerical,F,S,0,1,0,0,46325,45,0,New Orleans,70112,Louisiana,47
12518,1977-09-27,Partial College,Clerical,F,S,0,1,0,0,44742,42,0,Newark,7101,New Jersey,47
12520,1976-11-25,High School,Manual,M,S,0,1,0,0,16312,51,0,Virginia Beach,23450,Virginia,48
12521,1975-01-12,Partial High School,Manual,F,S,0,2,0,0,21814,40,0,Aurora,80010,Colorado,50
12522,1976-09-07,High School,Manual,F,S,0,1,0,0,17194,38,0,Pittsburgh,15201,Pennsylvania,48
12523,1976-12-03,High School,Manual,M,S,0,1,0,0,12549,61,0,Chula Vista,91910,California,48
12524,1975-01-24,Partial College,Clerical,F,S,1,1,0,0,52163,44,1,Cincinnati,45201,Ohio,50
12525,1975-04-28,Bachelors,Skilled Manual,F,M,1,0,1,1,52267,54,0,Fort Wayne,46801,Indiana,50
12526,1975-05-19,Bachelors,Skilled Manual,F,M,1,0,1,1,45579,52,0,Sacramento,94203,California,50
12570,1980-05-16,Partial College,Manual,M,S,0,1,0,0,32647,62,0,St. Louis,63101,Missouri,45
12571,1980-05-19,Partial College,Manual,F,M,0,1,0,0,15331,43,0,Austin,73301,Texas,45
12572,1980-05-27,Partial College,Manual,F,S,0,1,0,0,21752,39,0,Aurora,80010,Colorado,45
12574,1980-02-11,Partial College,Manual,M,S,0,1,0,0,13409,53,0,Charlotte,28201,North Carolina,45
12575,1979-09-12,Partial College,Manual,F,S,0,1,0,0,23890,38,0,San Diego,92101,California,45
12576,1979-03-14,Partial College,Manual,M,S,0,1,0,0,18900,55,0,Colorado Springs,80901,Colorado,46
12577,1979-08-20,Partial College,Manual,M,S,1,1,0,0,24860,59,1,San Diego,92101,California,45
12578,1980-02-28,Partial College,Manual,M,S,0,1,0,0,21717,58,1,Honolulu,96801,Hawaii,45
12579,1978-09-10,Partial College,Manual,F,S,1,1,0,0,24966,39,0,Orlando,32801,Florida,46
12580,1978-09-08,Partial College,Manual,M,S,1,1,0,0,25383,55,0,Tucson,85701,Arizona,46
12581,1978-03-11,Partial College,Manual,F,S,0,1,0,0,14588,37,1,Raleigh,27601,North Carolina,47
12582,1977-03-25,High School,Manual,F,S,0,2,0,0,17956,41,0,Virginia Beach,23450,Virginia,48
12584,1976-07-04,High School,Manual,F,S,0,0,1,1,15109,44,0,Corpus Christi,78401,Texas,48
12585,1979-06-24,High School,Manual,M,M,1,0,1,1,20881,71,0,Tucson,85701,Arizona,46
12586,1979-04-24,High School,Manual,F,S,0,0,1,1,24582,42,1,Durham,27701,North Carolina,46
12587,1978-08-20,Bachelors,Clerical,M,S,1,0,0,0,34220,64,1,Baltimore,21201,Maryland,46
12588,1977-07-25,High School,Manual,F,S,0,0,1,1,11470,46,0,Tucson,85701,Arizona,47
12589,1977-05-17,Partial College,Manual,M,M,1,0,0,0,11927,59,0,Washington,20001,DC,48
12665,1975-10-05,Bachelors,Professional,F,M,1,4,0,0,84660,45,0,Newark,7101,New Jersey,49
12666,1975-08-20,Bachelors,Professional,M,S,0,4,0,0,102263,76,0,Portland,97201,Oregon,49
12667,1976-11-22,Bachelors,Professional,F,M,1,2,0,0,85057,50,0,Columbus,43085,Ohio,48
12668,1976-04-26,Bachelors,Professional,F,S,1,2,0,0,79238,51,1,Durham,27701,North Carolina,49
12669,1976-03-04,Bachelors,Professional,M,S,0,3,0,0,94088,75,0,Baltimore,21201,Maryland,49
12670,1975-07-21,Bachelors,Professional,F,S,0,3,0,0,80792,46,0,Aurora,80010,Colorado,49
12672,1975-11-07,Bachelors,Professional,M,S,0,3,0,0,115989,74,1,Nashville,37201,Tennessee,49
12673,1975-08-28,Bachelors,Professional,M,M,1,3,0,0,127422,86,0,Atlanta,30301,Georgia,49
12674,1975-07-27,Bachelors,Professional,M,M,1,2,0,0,135915,86,0,Cincinnati,45201,Ohio,49
12722,1980-02-12,Partial High School,Manual,F,S,0,2,0,0,14316,36,1,Columbus,43085,Ohio,45
12723,1980-11-13,Partial High School,Manual,M,M,0,2,0,0,20348,57,0,Fort Worth,76101,Texas,44
12724,1980-01-24,Partial High School,Manual,M,S,0,2,0,0,23300,60,1,Tulsa,74101,Oklahoma,45
12725,2010-08-13,Partial High School,Manual,F,M,0,2,0,4,14750,26,0,Philadelphia,19101,Pennsylvania,14
12726,1980-02-19,Partial High School,Manual,M,S,0,2,0,0,13079,58,0,El Paso,79901,Texas,45
12727,1980-04-12,Partial High School,Manual,F,S,0,2,0,0,27861,39,1,Boston,2101,Massachusetts,45
12729,1979-05-16,Partial College,Clerical,M,S,0,1,0,0,54258,65,1,Boston,2101,Massachusetts,46
12730,1978-10-16,High School,Manual,F,S,1,1,0,0,45885,44,0,Las Vegas,89101,Nevada,46
12755,1975-10-02,Partial College,Clerical,F,S,1,0,3,3,39447,67,1,Albuquerque,87101,New Mexico,49
26234,1975-12-27,Partial College,Clerical,M,S,1,0,3,3,63457,103,1,Washington,20001,DC,49
12850,1977-06-06,High School,Manual,M,S,0,1,0,0,14969,58,0,Chicago,60601,Illinois,48
12851,1979-09-26,High School,Manual,F,S,1,2,4,4,18543,63,0,Chula Vista,91910,California,45
12852,1979-02-04,Partial College,Clerical,F,S,1,1,3,3,45751,68,1,Phoenix,85001,Arizona,46
12862,1978-02-11,Partial College,Clerical,F,S,1,2,3,3,50333,67,1,Dallas,75201,Texas,47
12863,1978-08-25,Partial College,Clerical,M,S,1,1,4,4,57789,116,1,El Paso,79901,Texas,46
12864,1978-05-03,Partial College,Clerical,F,S,1,2,4,4,52264,71,1,Memphis,37501,Tennessee,47
12865,1976-03-24,High School,Manual,F,M,0,1,0,0,21909,42,0,Philadelphia,19101,Pennsylvania,49
12866,1975-06-18,Partial High School,Manual,F,S,1,2,0,0,27167,38,0,Anaheim,92801,California,50
12867,1975-07-20,Partial High School,Manual,F,S,1,2,0,0,25646,38,0,Raleigh,27601,North Carolina,49
12868,1975-05-13,High School,Manual,F,S,0,1,0,0,29765,46,0,Columbus,43085,Ohio,50
12869,1976-03-25,High School,Manual,F,M,0,1,0,0,25073,41,0,Chula Vista,91910,California,49
12870,1976-09-19,Partial High School,Manual,M,S,0,1,0,0,11850,55,0,Chicago,60601,Illinois,48
12871,1976-10-06,Partial College,Clerical,F,S,0,1,0,0,46447,44,1,San Diego,92101,California,48
12872,1975-05-11,Partial College,Clerical,F,S,0,1,0,0,44875,47,0,Baltimore,21201,Maryland,50
13017,1979-02-16,Partial College,Skilled Manual,M,M,1,1,0,0,49416,62,0,Virginia Beach,23450,Virginia,46
13019,1979-03-01,Partial College,Skilled Manual,F,S,1,1,0,0,65957,41,0,Austin,73301,Texas,46
13027,1977-12-11,Partial High School,Clerical,M,S,1,2,0,0,68335,65,0,Louisville,40201,Kentucky,47
13028,1977-09-17,Partial College,Skilled Manual,M,S,1,1,0,0,64465,71,1,Lincoln,68501,Nebraska,47
13029,1977-09-05,Partial College,Skilled Manual,F,S,0,1,0,0,39327,39,0,Indianapolis,46201,Indiana,47
13031,1977-02-16,Partial College,Skilled Manual,M,S,0,2,0,0,76181,73,0,San Antonio,78201,Texas,48
13032,1977-04-09,Partial College,Skilled Manual,M,M,1,2,0,0,84086,83,0,Oklahoma City,73101,Oklahoma,48
13033,1976-11-20,Partial College,Skilled Manual,M,S,0,2,0,0,91113,71,0,Raleigh,27601,North Carolina,48
13039,1980-08-20,Partial College,Skilled Manual,F,S,0,2,0,0,22200,44,0,Tampa,33601,Florida,44
13052,1975-11-11,Partial College,Skilled Manual,M,S,0,2,0,0,51065,61,0,Fort Worth,76101,Texas,49
13053,1975-05-16,Partial College,Skilled Manual,M,S,0,2,0,0,67836,68,0,Jersey City,7302,New Jersey,50
13054,1975-09-17,Partial College,Skilled Manual,M,M,1,2,0,0,61371,77,0,Riverside,92501,California,49
13056,1975-09-23,High School,Skilled Manual,F,S,1,2,0,0,50269,45,0,Memphis,37501,Tennessee,49
13058,1975-08-16,High School,Skilled Manual,M,M,1,2,0,0,48893,67,0,Louisville,40201,Kentucky,49
13059,1975-02-15,High School,Skilled Manual,M,M,1,2,0,0,46737,73,0,Tulsa,74101,Oklahoma,50
13060,1975-06-09,High School,Skilled Manual,M,M,1,2,0,0,53132,74,0,Raleigh,27601,North Carolina,50
13073,1976-01-12,Partial College,Professional,F,M,1,2,0,0,70930,50,0,Greensboro,27401,North Carolina,49
13074,1976-09-12,Partial College,Professional,F,M,1,2,0,0,76234,54,0,Albuquerque,87101,New Mexico,48
13143,1975-02-06,High School,Skilled Manual,F,M,1,2,0,0,39032,45,0,Stockton,95201,California,50
13144,1976-08-27,High School,Skilled Manual,F,S,0,2,0,0,35264,40,0,Columbus,43085,Ohio,48
13145,1976-01-22,High School,Skilled Manual,M,M,1,2,0,0,45270,68,0,Portland,97201,Oregon,49
13145,1976-01-22,High School,Skilled Manual,M,M,1,2,0,0,53065,67,1,Newark,7101,New Jersey,49
13146,1976-05-15,High School,Skilled Manual,F,S,0,2,0,0,57515,45,0,Pittsburgh,15201,Pennsylvania,49
13147,1980-08-23,High School,Skilled Manual,M,M,0,2,0,0,53697,69,0,Corpus Christi,78401,Texas,44
